row_id,TEXT,input_ids,PREDICTED_LABEL
2762,but the num_extend cartridges hold no where near as much space as the playstations black cds .,"tensor([    1,  4297,     5, 15009,  1215, 16435,  1397, 38661,   946,   117,
          147,   583,    25,   203,   980,    25,     5,   310,   620,  1635,
          909,   740, 11622,   479,     2])",0
2763,"for those unfamiliar with cast iron ,  you simply dont know what your missing .","tensor([    1,  1990,   167, 21942,    19,  2471,  6440,  2156,  1437,    47,
         1622, 33976,   216,    99,   110,  1716,   479,     2])",0
2764,"even if the playing pieces are cheaply made and the money gets worn and crinkled ,  it s an awesome game .","tensor([    1, 12963,   114,     5,   816,  3745,    32, 34358,   156,     8,
            5,   418,  1516, 10610,     8,  3977,  4291,  1329,  2156,  1437,
           24,   579,    41,  6344,   177,   479,     2])",1
2765,my wife has been extremely satisfied with this cheese grater .,"tensor([    1,  4783,  1141,    34,    57,  2778, 10028,    19,    42,  7134,
         4435,  5109,   479,     2])",1
2766,it has a not unpleasant taste to it but it does not taste like a strawberry milkshake .,"tensor([    1,   405,    34,    10,    45, 26262,  5840,     7,    24,    53,
           24,   473,    45,  5840,   101,    10, 30559,  9209, 19437,  5113,
          479,     2])",0
2767,i decided to try the shock on me which i should have done in the first place .,"tensor([   1,  118, 1276,    7,  860,    5, 4817,   15,  162,   61,  939,  197,
          33,  626,   11,    5,   78,  317,  479,    2])",0
2768,i think this game cannot be called a sonic the hedgehog game .,"tensor([    1,   118,   206,    42,   177,  1395,    28,   373,    10, 34753,
            5,  4445, 30755,   177,   479,     2])",0
2769,"i gave this a poor review ,  but i realized that i was making an error in installation .","tensor([   1,  118,  851,   42,   10, 2129, 1551, 2156, 1437,   53,  939, 5426,
          14,  939,   21,  442,   41, 5849,   11, 8809,  479,    2])",0
2770,"just have to make sure there is no sag in your curtain rod ,  or that it is installed uneven .","tensor([    1,  8987,    33,     7,   146,   686,    89,    16,   117, 17929,
           11,   110, 23416, 21966,  2156,  1437,    50,    14,    24,    16,
         5923, 25169,   479,     2])",1
2771,"i have metal ones for the grill ,  and this is my indoor set of tongs .","tensor([    1,   118,    33,  4204,  1980,    13,     5, 20212,  2156,  1437,
            8,    42,    16,   127, 11894,   278,     9, 45299,    29,   479,
            2])",1
2772,it s truly worthless and should be banned from being sold on amazon .,"tensor([    1,   405,   579,  3127, 34858,     8,   197,    28,  4968,    31,
          145,  1088,    15,   524, 20524,   479,     2])",0
2773,"the shipping was fast ,  and price was great .","tensor([   1,  627, 6738,   21, 1769, 2156, 1437,    8,  425,   21,  372,  479,
           2])",1
2774,"i understand the reason for this ,  but it makes it just a little less useful .","tensor([   1,  118, 1346,    5, 1219,   13,   42, 2156, 1437,   53,   24,  817,
          24,   95,   10,  410,  540, 5616,  479,    2])",0
2775,this timer does everything that it is meant to do .,"tensor([    1,  9226, 35809,   473,   960,    14,    24,    16,  2425,     7,
          109,   479,     2])",1
2776,"on the second use ,  one of the plastic snaps just broke .","tensor([    1,   261,     5,   200,   304,  2156,  1437,    65,     9,     5,
         4136, 11803,    95,  2263,   479,     2])",0
2777,they are very durable and have lasted a long time .,"tensor([    1, 10010,    32,   182, 18300,     8,    33,  9200,    10,   251,
           86,   479,     2])",1
2778,the comments i have received have actually been negative .,"tensor([   1,  627, 1450,  939,   33,  829,   33,  888,   57, 2430,  479,    2])",0
2779,it can easily be removed if swapping a sim or battery .,"tensor([    1,   405,    64,  2773,    28,  2928,   114, 32093,    10, 16207,
           50,  3822,   479,     2])",1
2780,case fits the iphone num_num num_extend good too .,"tensor([    1, 11173, 10698,     5,  1437, 28778,  1264, 15009,  1215, 42666,
        15009,  1215, 16435,  1397,   205,   350,   479,     2])",1
2781,so glad i bought it and will replace it with same in future if need be .,"tensor([   1, 2527, 7785,  939, 2162,   24,    8,   40, 3190,   24,   19,  276,
          11,  499,  114,  240,   28,  479,    2])",1
2782,"this products doesn t support any new android phone ,  not num_extend compatible .","tensor([    1,  9226,   785,   630,   326,   323,   143,    92, 42492,  1028,
         2156,  1437,    45, 15009,  1215, 16435,  1397, 16632,   479,     2])",0
2783,you need gil to get anywhere in this game .,"tensor([   1, 6968,  240,  821,  718,    7,  120, 4558,   11,   42,  177,  479,
           2])",0
2784,then i ordered the zagg num_extend back up battery system .,"tensor([    1, 13040,   939,  2740,     5,   992,  7165, 15009,  1215, 16435,
         1397,   124,    62,  3822,   467,   479,     2])",0
2785,"and yeah ,  they re not made for baking .  .  . so they re mainly for storage purposes only .","tensor([    1,   463, 11380,  2156,  1437,    51,   769,    45,   156,    13,
        14814,   479,  1437,   479,  1437,   479,    98,    51,   769,  4412,
           13,  3521,  6216,   129,   479,     2])",0
2786,"be carefull ,  not all sellers are serious as they seem .","tensor([    1,  1610,   575, 16320,  2156,  1437,    45,    70, 12649,    32,
         1473,    25,    51,  2045,   479,     2])",1
2787,it sounds like cheap piece of junk but does a good fast job .,"tensor([    1,   405,  4428,   101,  6162,  2125,     9, 15163,    53,   473,
           10,   205,  1769,   633,   479,     2])",1
2788,"plus ,  you might as well get the cheaper standard vga cable .","tensor([   1, 7269, 2156, 1437,   47,  429,   25,  157,  120,    5, 7246, 2526,
         748, 2538, 6129,  479,    2])",0
2789,sound was notably degraded from a cd played directly though the denon .,"tensor([    1, 38483,    21, 10030, 38918,    31,    10, 45584,   702,  2024,
          600,     5,  3069,   261,   479,     2])",0
2790,when u get the sims house party you will feel like you are playing the original sims .,"tensor([    1, 14746,  1717,   120,     5, 16207,    29,   790,   537,    47,
           40,   619,   101,    47,    32,   816,     5,  1461, 16207,    29,
          479,     2])",0
2791,i m very disappointed that ea released this game so early with so many bugs .,"tensor([    1,   118,   475,   182,  5779,    14,   364,   102,   703,    42,
          177,    98,   419,    19,    98,   171, 19230,   479,     2])",0
2792,dyson is a great product but it s certainly not perfect .,"tensor([    1,   417, 20216,    16,    10,   372,  1152,    53,    24,   579,
         1819,    45,  1969,   479,     2])",0
2793,you do not need to replace the filter every num_num days .,"tensor([    1,  6968,   109,    45,   240,     7,  3190,     5, 14929,   358,
        15009,  1215, 42666,   360,   479,     2])",1
2794,definitely a good value and buy on this .,"tensor([    1,  9232, 27941,    10,   205,   923,     8,   907,    15,    42,
          479,     2])",1
2795,i would recommend getting a sample of this before buy .,"tensor([   1,  118,   74, 5940,  562,   10, 7728,    9,   42,  137,  907,  479,
           2])",0
2796,i purchased this product a month or so after i purchased my phone .,"tensor([   1,  118, 3584,   42, 1152,   10,  353,   50,   98,   71,  939, 3584,
         127, 1028,  479,    2])",0
2797,"even the ports are more or less the same ,  the same weight .","tensor([    1, 12963,     5,  9507,    32,    55,    50,   540,     5,   276,
         2156,  1437,     5,   276,  2408,   479,     2])",0
2798,"i bought a medium ,  and it is big enough for a puppy ,  that is it .","tensor([    1,   118,  2162,    10,  4761,  2156,  1437,     8,    24,    16,
          380,   615,    13,    10, 20830,  2156,  1437,    14,    16,    24,
          479,     2])",1
2799,my next purchase will be a lexar card and i hope i wont be dissapointed again .,"tensor([    1,  4783,   220,  2229,    40,    28,    10, 36912,   271,  1886,
            8,   939,  1034,   939, 40067,    28, 14863,  1115, 26427,   456,
          479,     2])",0
2800,the missions are extremely unforgiving and hard boring .,"tensor([    1,   627, 10779,    32,  2778, 34262, 18116,     8,   543, 15305,
          479,     2])",0
2801,"but ,  there is little space on the board for pieces to occupy the same spot .","tensor([    1,  4297,  2156,  1437,    89,    16,   410,   980,    15,     5,
          792,    13,  3745,     7, 20189,     5,   276,  1514,   479,     2])",0
2802,i give these an extra star for style ;  thus far they are num_num for num_extend,"tensor([    1,   118,   492,   209,    41,  1823,   999,    13,  2496, 25606,
         1437,  4634,   444,    51,    32, 15009,  1215, 42666,    13, 15009,
         1215, 16435,  1397,     2])",1
2803,but that s small cheese when you take this device as a whole .,"tensor([   1, 4297,   14,  579,  650, 7134,   77,   47,  185,   42, 2187,   25,
          10, 1086,  479,    2])",0
2804,"usually ,  oilier the coffee beans   starbacks ,  for example more static it has .","tensor([    1, 33834,  2156,  1437,   681,   906,     5,  3895, 13095,  1437,
         1437,   999,  6205,  2156,  1437,    13,  1246,    55, 25156,    24,
           34,   479,     2])",1
2805,instead of light and translucent it was white and cakey .,"tensor([    1, 38908,     9,  1109,     8, 42026,    24,    21,  1104,     8,
         8492,   219,   479,     2])",0
2806,i was able to return the product and get a refund .,"tensor([    1,   118,    21,   441,     7,   671,     5,  1152,     8,   120,
           10, 12173,   479,     2])",0
2807,maybe that had something to do with it arriving in working order and the atn arrived defective .,"tensor([    1, 31501,    14,    56,   402,     7,   109,    19,    24,  7789,
           11,   447,   645,     8,     5,    23,   282,  2035, 31559,   479,
            2])",0
2808,i have used this pot num_num times before i realized it was flaking in my food .,"tensor([    1,   118,    33,   341,    42,  4728, 15009,  1215, 42666,   498,
          137,   939,  5426,    24,    21,  2342,  7520,    11,   127,   689,
          479,     2])",0
2809,i have used real high end steak knives $ per knife  and these are not much different .,"tensor([    1,   118,    33,   341,   588,   239,   253, 19464, 21550,    68,
          228,  7023,  1437,     8,   209,    32,    45,   203,   430,   479,
            2])",1
2810,"of course ,  before the batteries actually die ,  the thing stops working properly .","tensor([    1,  1116,   768,  2156,  1437,   137,     5, 10535,   888,  1597,
         2156,  1437,     5,   631,  6897,   447,  5083,   479,     2])",0
2811,when this appeared in the vine we figured we would give it a shot .,"tensor([    1, 14746,    42,  1382,    11,     5, 20151,    52, 11464,    52,
           74,   492,    24,    10,   738,   479,     2])",0
2812,used these for a previous wireless phone that one of my granddaughters had at the time .,"tensor([    1,  6199,   209,    13,    10,   986,  6955,  1028,    14,    65,
            9,   127,  2821,   417, 28649,    56,    23,     5,    86,   479,
            2])",0
2813,the gaming repeats num_num or num_num actions all the time without any evolution happening .,"tensor([    1,   627,  6548, 35315, 15009,  1215, 42666,    50, 15009,  1215,
        42666,  2163,    70,     5,    86,   396,   143, 10795,  2909,   479,
            2])",0
2814,i only used mine on planes when traveling so i do not feel as though i abused the unit .,"tensor([   1,  118,  129,  341, 4318,   15, 8449,   77, 5796,   98,  939,  109,
          45,  619,   25,  600,  939, 9441,    5, 1933,  479,    2])",0
2815,gave this to my daughter for her iphone and she absolutely loved it .,"tensor([    1,   571,  4097,    42,     7,   127,  1354,    13,    69,  1437,
        28778,  1264,     8,    79,  3668,  2638,    24,   479,     2])",1
2816,it takes num_num batteries and it is like a game .,"tensor([    1,   405,  1239, 15009,  1215, 42666, 10535,     8,    24,    16,
          101,    10,   177,   479,     2])",0
2817,"i let mine air dry after washing and they were fine ,  even after several washes .","tensor([    1,   118,   905,  4318,   935,  3841,    71, 14784,     8,    51,
           58,  2051,  2156,  1437,   190,    71,   484,    21,  5065,   479,
            2])",1
2818,provided enough protection for me at the time . like the soft touch material gives a nice sure grip .,"tensor([    1, 39355,   615,  2591,    13,   162,    23,     5,    86,   479,
          101,     5,  3793,  2842,  1468,  2029,    10,  2579,   686, 11155,
          479,     2])",1
2819,the medium num_num cup bowl is good for leftovers and typically goes into the refrigerator .,"tensor([    1,   627,  4761, 15009,  1215, 42666,  4946,  5749,    16,   205,
           13,   314, 13507,     8,  3700,  1411,    88,     5, 25572,   479,
            2])",1
2820,i got these for a wedding gift num_num years ago .,"tensor([    1,   118,   300,   209,    13,    10,  3312,  4085, 15009,  1215,
        42666,   107,   536,   479,     2])",1
2821,i shudder to think how quickly my six aa alkaline batteries will be consumed .,"tensor([    1,   118, 44004,     7,   206,   141,  1335,   127,   411,    10,
          102, 38204, 34637, 10535,    40,    28, 13056,   479,     2])",1
2822,"not easy to clean ,  sweats on the bottom ,  cheap fiber ,  no ,  not a good product .","tensor([    1,  3654,  1365,     7,  2382,  2156,  1437, 22861,    15,     5,
         2576,  2156,  1437,  6162, 11810,  2156,  1437,   117,  2156,  1437,
           45,    10,   205,  1152,   479,     2])",0
2823,you don t need much to give the wood a healthy look and feel .,"tensor([   1, 6968,  218,  326,  240,  203,    7,  492,    5, 5627,   10, 2245,
         356,    8,  619,  479,    2])",1
2824,the material is a tough hard material that resembles a basket weave pattern .,"tensor([    1,   627,  1468,    16,    10,  1828,   543,  1468,    14, 26254,
           10,  8107, 35810,  6184,   479,     2])",0
2825,"instead ,  it s a cheap funhouse mirror type of mirror .  .  . who wants to look at that ?  ?  .","tensor([    1, 38908,  2156,  1437,    24,   579,    10,  6162,  1531,  3138,
         9807,  1907,     9,  9807,   479,  1437,   479,  1437,   479,    54,
         1072,     7,   356,    23,    14, 17487,  1437, 17487,  1437,   479,
            2])",0
2826,"if anyone is interested in buying them don t hesitate ,  they are worth it .","tensor([    1,  1594,  1268,    16,  2509,    11,  2159,   106,   218,   326,
        21587,  2156,  1437,    51,    32,   966,    24,   479,     2])",1
2827,whats up with the cars driving on the wrong side of the road .,"tensor([    1, 11613,  2923,    62,    19,     5,  1677,  1428,    15,     5,
         1593,   526,     9,     5,   921,   479,     2])",0
2828,the piece of chew goes down the wrong way and expands .,"tensor([    1,   627,  2125,     9, 34431,  1411,   159,     5,  1593,   169,
            8, 20539,   479,     2])",0
2829,"after num_num months it quit monitering at all ,  so its now nothing more that a watch .","tensor([    1, 10669, 15009,  1215, 42666,   377,    24,  6602,  6154,   405,
         2961,    23,    70,  2156,  1437,    98,    63,   122,  1085,    55,
           14,    10,  1183,   479,     2])",0
2830,"this grinder ,  unlike many others ,  has the proper blade shape .","tensor([    1,  9226,  4435,  7026,  2156,  1437,  7328,   171,   643,  2156,
         1437,    34,     5,  4692, 24611,  3989,   479,     2])",1
2831,it lacked story and that is one of the major reasons why i play videogames .,"tensor([    1,   405, 13385,   527,     8,    14,    16,    65,     9,     5,
          538,  2188,   596,   939,   310, 43707, 12336,   479,     2])",0
2832,to my dismay the coffee was pretty weak excpecially when i put it in a num_num oz thermos .,"tensor([    1,   560,   127, 22135,     5,  3895,    21,  1256,  3953, 12562,
        45674,    77,   939,   342,    24,    11,    10, 15009,  1215, 42666,
        21388, 26870, 14666,   479,     2])",0
2833,"all in all ,  it s the easiest way to make poached eggs .","tensor([    1,  1250,    11,    70,  2156,  1437,    24,   579,     5, 18815,
          169,     7,   146,  4202, 12552,  7689,   479,     2])",1
2834,"very simple to use ,  even easier to clean .","tensor([   1, 5525, 2007,    7,  304, 2156, 1437,  190, 3013,    7, 2382,  479,
           2])",1
2835,"as far as i m concerned ,  this place is the only place online .","tensor([   1,  281,  444,   25,  939,  475, 2273, 2156, 1437,   42,  317,   16,
           5,  129,  317,  804,  479,    2])",0
2836,many curries that i enjoy most are thick and have a tomato paste type texture .,"tensor([    1, 19827,  5350,  4458,    14,   939,  2254,   144,    32,  7992,
            8,    33,    10, 20406, 25079,  1907, 18632,   479,     2])",0
2837,i called customer service to advise them that the item was cracked at the bottom of the large container .,"tensor([    1,   118,   373,  2111,   544,     7, 12922,   106,    14,     5,
         6880,    21, 16212,    23,     5,  2576,     9,     5,   739, 11255,
          479,     2])",0
2838,i think it would make my skin too oily .,"tensor([    1,   118,   206,    24,    74,   146,   127,  3024,   350, 39262,
          479,     2])",0
2839,it definitely should not be labeled a  heater  .,"tensor([    1,   405,  2299,   197,    45,    28, 16274,    10,  1437, 33013,
         1437,   479,     2])",0
2840,"we have almost every type of corkscrew made ,  from the big ,  bulky houdini to the super simple waiters  model .","tensor([    1,  1694,    33,   818,   358,  1907,     9,  9240,  2258, 38774,
          156,  2156,  1437,    31,     5,   380,  2156,  1437, 35156,  1368,
         6998,  2531,     7,     5,  2422,  2007,  2067,   268,  1437,  1421,
          479,     2])",0
2841,i found that too many kernels go unpopped for my liking .,"tensor([    1,   118,   303,    14,   350,   171, 45256,   213,   542,  5873,
         5686,    13,   127, 25896,   479,     2])",0
2842,within a mile i felt something by my feet .,"tensor([    1, 34451,    10,  7245,   939,  1299,   402,    30,   127,  1730,
          479,     2])",0
2843,"my two cats  one kitten ,  one adult  have made attempts to use this scratcher ,  but it s simply too unstable .","tensor([    1,  4783,    80, 10017,  1437,    65, 35292,  2156,  1437,    65,
         4194,  1437,    33,   156,  3881,     7,   304,    42, 17940, 43824,
         2156,  1437,    53,    24,   579,  1622,   350, 21541,   479,     2])",0
2844,most of the time you ll jump off edges by accident .,"tensor([    1,  7877,     9,     5,    86,    47, 19385,  3704,   160, 15716,
           30,  3213,   479,     2])",0
2845,i ll let you know how that turns out .,"tensor([    1,   118, 19385,   905,    47,   216,   141,    14,  4072,    66,
          479,     2])",1
2846,"no problem with swiping or drawing ,  but the static tip often feels like it s about to fall off .","tensor([    1,  2362,   936,    19,  3514, 31401,    50,  5523,  2156,  1437,
           53,     5, 25156,  4767,   747,  2653,   101,    24,   579,    59,
            7,  1136,   160,   479,     2])",0
2847,it is a superbly capable piece that will not disappoint the experienced cook . construction and finish are excellent .,"tensor([    1,   405,    16,    10, 11415,   352,  4453,  2125,    14,    40,
           45, 17534,     5,  2984,  7142,   479,  1663,     8,  2073,    32,
         4206,   479,     2])",1
2848,i had read reviews about the sizing of this product and thought i should size down instead of up .,"tensor([    1,   118,    56,  1166,  6173,    59,     5, 39328,     9,    42,
         1152,     8,   802,   939,   197,  1836,   159,  1386,     9,    62,
          479,     2])",0
2849,"in fact ,  after less than a month of use ,  the thumbs are unravelling .","tensor([    1,   179,   754,  2156,  1437,    71,   540,    87,    10,   353,
            9,   304,  2156,  1437,     5, 26081,    32,   542, 15132,  7633,
          479,     2])",0
2850,products but i definitely wouldnt buy this again .,"tensor([    1, 33119,    53,   939,  2299,    74,  3999,   907,    42,   456,
          479,     2])",0
2851,i bleached my hair twice to get it to a nice pale blonde shade .,"tensor([    1,   118, 13819, 12552,   127,  2549,  2330,     7,   120,    24,
            7,    10,  2579, 18100, 12953, 13686,   479,     2])",0
2852,in most cases this attachment will eliminate the need for a food processor .,"tensor([    1,   179,   144,  1200,    42, 26350,    40,  7677,     5,   240,
           13,    10,   689, 10655,   479,     2])",1
2853,this toy simply does not match the television ad at all .,"tensor([    1,  9226, 10771,  1622,   473,    45,   914,     5,  2384,  2329,
           23,    70,   479,     2])",0
2854,i wanted to add to my old white set so i chose this in black .,"tensor([   1,  118,  770,    7, 1606,    7,  127,  793, 1104,  278,   98,  939,
        4689,   42,   11,  909,  479,    2])",0
2855,i can t say whether this product gets rid of wrinkles .,"tensor([    1,   118,    64,   326,   224,   549,    42,  1152,  1516,  7495,
            9, 36045,   479,     2])",0
2856,i clean out the litterbox twice a day and there s no bad smells that come from it .,"tensor([    1,   118,  2382,    66,     5, 18473,  8304,  2330,    10,   183,
            8,    89,   579,   117,  1099, 28078,    14,   283,    31,    24,
          479,     2])",1
2857,i searched for years and did not find any diffusers until in the num_extend,"tensor([    1,   118, 10593,    13,   107,     8,   222,    45,   465,   143,
        25871, 31964,   454,    11,     5, 15009,  1215, 16435,  1397,     2])",0
2858,the cats were more interested in the device  it makes a small whirring noise  and none chased the laser .,"tensor([    1,   627, 10017,    58,    55,  2509,    11,     5,  2187,  1437,
           24,   817,    10,   650,  8401,   853,  4506,  6496,  1437,     8,
         4146, 15378,     5, 13443,   479,     2])",0
2859,i would recommend it to a friend  or even a stranger  .,"tensor([    1,   118,    74,  5940,    24,     7,    10,  1441,  1437,    50,
          190,    10, 12443,  1437,   479,     2])",1
2860,the necrons are so easy to win with its boring .,"tensor([    1,   627,  3087,  8344,  1790,    32,    98,  1365,     7,   339,
           19,    63, 15305,   479,     2])",0
2861,"when i first bought this ,  the zipper seemed fine ,  but now i know it is a very cheap zipper .","tensor([    1, 14746,   939,    78,  2162,    42,  2156,  1437,     5, 43805,
         2551,  2051,  2156,  1437,    53,   122,   939,   216,    24,    16,
           10,   182,  6162, 43805,   479,     2])",0
2862,i ordered some so i can t wait to use it .,"tensor([   1,  118, 2740,  103,   98,  939,   64,  326, 2067,    7,  304,   24,
         479,    2])",1
2863,"it will work just as well ,  if not better .","tensor([   1,  405,   40,  173,   95,   25,  157, 2156, 1437,  114,   45,  357,
         479,    2])",1
2864,i have a new daily coffee ritual now with this pot andcafe bustelo coffee espresso .,"tensor([    1,   118,    33,    10,    92,  1230,  3895, 19100,   122,    19,
           42,  4728,     8,   438, 20120, 11044, 13961,  3895, 35592,   479,
            2])",1
2865,these screen protectors get the job done and for the price can t be beat .,"tensor([    1, 29902,  2441,  1744,   994,   120,     5,   633,   626,     8,
           13,     5,   425,    64,   326,    28,  1451,   479,     2])",1
2866,"on my larger pan ,  i use butter ,  not cooking spray .","tensor([    1,   261,   127,  2514,  5730,  2156,  1437,   939,   304,  9050,
         2156,  1437,    45,  6836, 11782,   479,     2])",0
2867,only used these clippers two num_extend times before it became unusable  dead  .,"tensor([    1,  8338,   341,   209,  3741, 14955,    80, 15009,  1215, 16435,
         1397,   498,   137,    24,  1059, 43565,   868,  1437,  1462,  1437,
          479,     2])",0
2868,not a nice shadeyet definetly great quality  : s .,"tensor([    1,  3654,    10,  2579, 13686, 23372, 32888,   594,   352,   372,
         1318,  1437,  4832,   579,   479,     2])",1
2869,"it has a nice material on the outside ,  fleece on the inside and some waterproof material between the layers .","tensor([    1,   405,    34,    10,  2579,  1468,    15,     5,   751,  2156,
         1437, 11692,  1755,    15,     5,  1025,     8,   103, 28126,  1468,
          227,     5, 13171,   479,     2])",1
2870,i expected standard size clays because this was offered with a clay target shooter .,"tensor([    1,   118,   421,  2526,  1836,  3741,  4113,   142,    42,    21,
         1661,    19,    10, 17320,  1002,  7846,   479,     2])",0
2871,i read the ingredients and there was nothing but preservatives and it had egg whites in it .,"tensor([    1,   118,  1166,     5,  7075,     8,    89,    21,  1085,    53,
         9383, 37376,     8,    24,    56,  8380, 17942,    11,    24,   479,
            2])",0
2872,my sister had accidentally washed our other ice cream scooper .,"tensor([    1,  4783,  2761,    56, 13636, 15158,    84,    97,  2480,  6353,
         2850,   139,  8428,   479,     2])",0
2873,they do most of the work for you .,"tensor([    1, 10010,   109,   144,     9,     5,   173,    13,    47,   479,
            2])",1
2874,i am using a large air pump with it and nothing works .,"tensor([   1,  118,  524,  634,   10,  739,  935, 9296,   19,   24,    8, 1085,
        1364,  479,    2])",0
2875,not to happy and now i got to buy a new bag .,"tensor([   1, 3654,    7, 1372,    8,  122,  939,  300,    7,  907,   10,   92,
        3298,  479,    2])",0
2876,"the color is vivid ,  bright blue ,  so pretty .","tensor([    1,   627,  3195,    16, 24106,  2156,  1437,  4520,  2440,  2156,
         1437,    98,  1256,   479,     2])",1
2877,neither were effective and the device is cheaply made and does not turn off unless the battery is removed .,"tensor([    1,   858, 15027,    58,  2375,     8,     5,  2187,    16, 34358,
          156,     8,   473,    45,  1004,   160,  3867,     5,  3822,    16,
         2928,   479,     2])",0
2878,i always keep it in my car plugged in .,"tensor([    1,   118,   460,   489,    24,    11,   127,   512, 30251,    11,
          479,     2])",1
2879,there seems to be some confusion over that .,"tensor([   1, 8585, 1302,    7,   28,  103, 9655,   81,   14,  479,    2])",0
2880,i only dislike that i can charge it up with a regular usb that sucks .,"tensor([    1,   118,   129, 28101,    14,   939,    64,  1427,    24,    62,
           19,    10,  1675, 49030,    14, 29384,   479,     2])",1
2881,this is very dangerous as cats have been known to break a tooth while playing with metal objects .,"tensor([    1,  9226,    16,   182,  2702,    25, 10017,    33,    57,   684,
            7,  1108,    10, 13495,   150,   816,    19,  4204,  8720,   479,
            2])",0
2882,these heavy pans then go through an enameling process before being shipped .,"tensor([    1, 29902,  2016, 31592,   172,   213,   149,    41,  1177,   424,
        10244,   609,   137,   145, 12502,   479,     2])",1
2883,i use it at least twice a week .,"tensor([   1,  118,  304,   24,   23,  513, 2330,   10,  186,  479,    2])",1
2884,it is a shame such a nice case has such a basic flaw .,"tensor([    1,   405,    16,    10,  9208,   215,    10,  2579,   403,    34,
          215,    10,  3280, 22892,   479,     2])",0
2885,"easy to store ,  wit a protective cover to prevent any accidental cuts or harm from the num_extend","tensor([    1, 36187,     7,  1400,  2156,  1437, 22094,    10, 11775,  1719,
            7,  2097,   143, 18305,  2599,    50,  4798,    31,     5, 15009,
         1215, 16435,  1397,     2])",1
2886,the micro usb has not been yanked out of the battery yet .,"tensor([    1,   627,  5177, 49030,    34,    45,    57,  1423, 22697,    66,
            9,     5,  3822,   648,   479,     2])",1
2887,it is unhumane the way they are killed .,"tensor([    1,   405,    16, 24376,   783,  1728,     5,   169,    51,    32,
          848,   479,     2])",0
2888,you put them in your car s sound system and immediately regret that decision .,"tensor([   1, 6968,  342,  106,   11,  110,  512,  579, 2369,  467,    8, 1320,
        9917,   14,  568,  479,    2])",0
2889,"with gr you can move almost anywhere you want ,  and attack targets from any angle .","tensor([    1,  5632,  4435,    47,    64,   517,   818,  4558,    47,   236,
         2156,  1437,     8,   908,  3247,    31,   143, 11792,   479,     2])",1
2890,"i ve never had those slim boards ,  but now i only want those .","tensor([    1,   118,  5030,   393,    56,   167, 11875,  6904,  2156,  1437,
           53,   122,   939,   129,   236,   167,   479,     2])",0
2891,"first of all ,  none of the music is bemani ,  which means no more cool ddr music .","tensor([    1,  9502,     9,    70,  2156,  1437,  4146,     9,     5,   930,
           16,    28,   397,   118,  2156,  1437,    61,   839,   117,    55,
         3035,   385, 10232,   930,   479,     2])",0
2892,the coffee comes out plenty hot and tastes great .,"tensor([    1,   627,  3895,   606,    66,  2710,  2131,     8, 17893,   372,
          479,     2])",1
2893,the design is so cute and the size is great .,"tensor([    1,   627,  1521,    16,    98, 11962,     8,     5,  1836,    16,
          372,   479,     2])",1
2894,not a big deal but sometimes mildly irritating .,"tensor([    1,  3654,    10,   380,   432,    53,  2128, 33019, 38279,   479,
            2])",0
2895,don t expect angry birds or other animated games to work well .,"tensor([    1,  7254,   326,  1057,  5800,  7723,    50,    97, 12847,   426,
            7,   173,   157,   479,     2])",0
2896,"one you cut the screws ,  you better hope you didn t cut too short or you can still tread .","tensor([    1,  1264,    47,   847,     5, 34242,  2156,  1437,    47,   357,
         1034,    47,   399,   326,   847,   350,   765,    50,    47,    64,
          202, 24424,   479,     2])",0
2897,tastes dry unless toasted and unless cream cheese or butter put on .,"tensor([    1,    90,  1988,   293,  3841,  3867,     7, 14317,     8,  3867,
         6353,  7134,    50,  9050,   342,    15,   479,     2])",1
2898,"this toy is not as entertaining as it could be ,  really .","tensor([    1,  9226, 10771,    16,    45,    25, 11110,    25,    24,   115,
           28,  2156,  1437,   269,   479,     2])",0
2899,amazon should be ambarrased to fulfill this item for the seller .,"tensor([    1, 43358,   197,    28, 13569,  6166, 11835,     7, 14235,    42,
         6880,    13,     5, 15689,   479,     2])",0
2900,"when i got a chance to splurge and try it ,  i was sooooo disappointed .","tensor([    1, 14746,   939,   300,    10,   778,     7, 11743,   710,  1899,
            8,   860,    24,  2156,  1437,   939,    21,    98, 40386,  5779,
          479,     2])",0
2901,"if you can get past that though ,  the flavor is alright .","tensor([    1,  1594,    47,    64,   120,   375,    14,   600,  2156,  1437,
            5, 12117,    16, 30103,   479,     2])",0
2902,"this is a great steam vac ,  it s powerful ,  cleans really good and picks up most of the water too .","tensor([    1,  9226,    16,    10,   372, 10473, 18721,  2156,  1437,    24,
          579,  2247,  2156,  1437, 30317,   269,   205,     8,  5916,    62,
          144,     9,     5,   514,   350,   479,     2])",1
2903,"in this day and age ,  must use caution ,  regarding lead ,  etc .","tensor([   1,  179,   42,  183,    8, 1046, 2156, 1437,  531,  304, 8038, 2156,
        1437, 2624,  483, 2156, 1437, 4753,  479,    2])",1
2904,i ended up resorting back to my trusty spoon and finger technique .,"tensor([    1,   118,  1249,    62,  5753,   154,   124,     7,   127,  2416,
          219, 25409,     8,  8411,  9205,   479,     2])",0
2905,those of us with fur in our lives know that it gets into everything .,"tensor([    1, 27768,     9,   201,    19, 15503,    11,    84,  1074,   216,
           14,    24,  1516,    88,   960,   479,     2])",1
